Sr.NO,shortName,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,grossProfits,freeCashflow,currentPrice,earningsGrowth,currentRatio,returnOnAssets,debtToEquity,returnOnEquity,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,quoteType,symbol,enterpriseToRevenue,enterpriseToEbitda,forwardEps,sharesOutstanding,bookValue,trailingEps,priceToBook,heldPercentInsiders,enterpriseValue,earningsQuarterlyGrowth,pegRatio,forwardPE,marketCap
120,Edwards Lifesciences Corporatio,Medical Devices,0.32896,0.28726,0.76132005,1732099968,0.116,0.3032,1721299968,3983600000,1008962496,112.37,0.095,3.081,0.126,11.829,0.28877002,1466800000,690300032,5232500224,2.354,USD,8.395,2.065,EQUITY,EW,12.756,38.778,2.58,624334016,8.877,2.325,12.658556,0.0074,66748026880,0.083,3.7,43.554264,70156419072
121,General Dynamics Corporation,Aerospace & Defense,0.13701999,0.08465999,0.16657,4251000064,-0.018,0.11387999,5271000064,6408000000,2937750016,244.36,-0.026,1.43,0.05402,74.684,0.19559999,1603000064,13175000064,38469001216,5.784,USD,137.18,0.94,EQUITY,GD,2.083,15.199,12.45,279223008,56.401,11.652,4.332547,0.061090004,80112336896,-0.05,2.15,19.62731,68230934528
122,Progressive Corporation (The),Insurance—Property & Casualty,0.09996,0.07028,0.09819,7761699840,0.094,0.092889994,4766000128,4681400000,11285350400,116.67,-0.428,0.34,0.04093,27.862,0.19001,1129699968,5079699968,47676502016,1.932,USD,81.568,0.221,EQUITY,PGR,1.4,14.004,4.65,584400000,30.876,6.88,3.7786632,0.0028600001,66741964800,-0.429,-2.77,25.090322,68181946368
123,"Dominion Energy, Inc.",Utilities—Regulated Electric,0.45468,0.19323999,0.49261,3952000000,-0.119,0.25505,6185999872,7399000000,2827375104,83.97,0.935,0.703,0.02123,152.622,0.09639,180000000,41562001408,13605000192,0.222,USD,16.827,0.169,EQUITY,D,7.952,17.488,4.13,809907968,30.27,3.171,2.7740338,0.00263,108183052288,0.837,2.9,20.331718,68007972864
124,Ford Motor Company,Auto Manufacturers,0.11902001,0.13156,0.121070005,15786999808,0.048,0.07767,16227000320,16507000000,10372249600,16.47,,1.201,0.025239998,286.876,0.45095003,36457000960,139485003776,136340996096,9.105,USD,34.162,1.031,EQUITY,F,1.285,10.8,1.99,3925390080,9.157,0.713,1.798624,0.0027700001,175247491072,,0.16,8.2763815,65818066944
125,Illinois Tool Works Inc.,Specialty Industrial Machinery,0.2778,0.19135,0.41772997,2556000000,0.075,0.24896,3959000064,5199000000,1769374976,211.75,0.104,2.195,0.14562,216.175,0.8811,1987000064,7551000064,14250999808,6.33,USD,45.109,1.574,EQUITY,ITW,5.822,20.957,9.09,313880992,11.125,8.599,19.033709,0.00245,82967986176,0.098,2.1,23.294828,66464301056
126,Public Storage,REIT—Industrial,0.70682,0.50629,0.73859,2327281920,0.228,0.51163,2352130048,2116803000,1662701312,376,0.787,2.075,0.0798,63.882,0.19327,958246976,5773190144,3327759872,5.465,USD,19.046,2.02,EQUITY,PSA,21.894,30.976,9.17,175355008,28.577,8.371,13.157434,0.13552,72859566080,0.509,2.41,41.003273,65933484032
127,"Fiserv, Inc.",Information Technology Services,0.35434,0.08234,0.51497,3876999936,0.1,0.15664,5599000064,7158000000,3343749888,100.51,0.641,1.049,0.02088,64.415,0.0417,933000000,20988999680,15800999936,1.413,USD,23.722,0.212,EQUITY,FISV,5.886,16.612,6.47,660232000,47.873,1.93,2.0995133,0.00456,93009281024,0.621,1.04,15.534777,66359918592
128,Sherwin-Williams Company (The),Specialty Chemicals,0.17472,0.10001001,0.44693002,2895500032,0.005,0.14523,3436999936,8682600000,2258524928,245.21,-0.263,0.83,0.08595,401.78,0.57046,313300000,10809100288,19671300096,1.198,USD,74.301,0.449,EQUITY,SHW,4.998,28.606,10.2,262196000,10.284,7.299,23.843834,0.08766,98320154624,-0.288,3.07,24.040197,64293081088
129,"Equinix, Inc.",REIT—Specialty,0.42414,0.0654,0.48145,2341249024,0.112,0.17733999,2775002880,2888768000,2348613632,710.14,1.27,1.628,0.02675,142.514,0.04048,1379100032,15061740544,6542705152,15.316,USD,73.11,1.219,EQUITY,EQIX,13.302,31.363,7.73,90041200,117.377,4.743,6.050078,0.0032499998,87032717312,1.283,3.99,91.86805,63941857280
130,General Motors Company,Auto Manufacturers,0.13302,0.078889996,0.14235,15187999744,-0.105,0.09003,16894000128,18079000000,-8245499904,43.65,-0.401,1.103,0.029779999,168.039,0.17222,24675999744,110594998272,127004000256,16.983,USD,87.529,0.843,EQUITY,GM,1.283,9.645,6.83,1451859968,36.1,7.472,1.2091414,0.04894,162941026304,-0.388,0.64,6.3909225,63373688832
131,"Waste Management, Inc.",Waste Management,0.28476,0.10092,0.38476002,4100000000,0.208,0.17361,4931999744,5877000000,2592499968,156.28,0.391,0.776,0.07011,181.865,0.24409,116000000,13047000064,17319999488,0.277,USD,41.077,0.679,EQUITY,WM,4.715,16.558,5.53,418316000,17.146,4.12,9.114662,0.0012800001,81662377984,0.379,2.2,28.260397,65374425088
132,Vertex Pharmaceuticals Incorpor,Biotechnology,0.38861,0.30523002,0.48338002,2140039040,0.29,0.37162998,2770692096,3639846000,1262742784,253.95,0.296,4.625,0.13846,9.2,0.24639,6960885248,876800000,7129658880,27.378,USD,27.564,4.211,EQUITY,VRTX,7.058,18.163,13.4,254252000,37.199,8.338,6.826796,0.00164,50324250624,0.276,1.71,18.951492,64567296000
133,"Activision Blizzard, Inc",Electronic Gaming & Multimedia,0.37638,0.29209,0.72647005,2892999936,0.059,0.36168998,3407000064,5826000000,2751749888,79.6,0.051,5.561,0.08984,21.28,0.16877002,10000000000,3607000064,9052000256,12.839,USD,11.672,5.25,EQUITY,ATVI,5.076,13.486,3.8,778889024,21.765,3.371,3.657248,0.00727,45948313600,0.058,1.33,20.947369,61999566848
134,Newmont Corporation,Gold,0.49495998,0.16670999,0.53476,4665999872,-0.087,0.30443,6045000192,6159000000,2937125120,78.95,-0.996,2.67,0.057789996,26.806,0.07253,4792999936,6241999872,12213000192,6.011,USD,15.247,1.832,EQUITY,NEM,4.111,8.306,2.75,797435008,28.461,2.537,2.7739713,0.0010800001,50212016128,-0.996,,28.70909,62957490176
135,Colgate-Palmolive Company,Household & Personal Products,0.25182,0.12433,0.59554,3324999936,0.018,0.21991,4386999808,10375000000,2148375040,74.78,-0.777,1.085,0.15467,808.857,2.25676,871000000,7854000128,17421000704,1.036,USD,20.617,0.535,EQUITY,CL,4.121,16.365,3.39,842849024,0.701,3.14,106.67618,0.00093999994,71793557504,-0.771,4.32,22.058996,63028248576
136,"Eaton Corporation, PLC",Specialty Industrial Machinery,0.17195,0.109230004,0.32275,,0.024,0.12548,3374999808,6335000000,,154.18,0.158,1.041,0.04675,54.197,0.13658,568000000,8915999744,19627999232,1.424,USD,49.23,0.536,EQUITY,ETN,3.489,20.292,7.42,398600000,40.068,5.153,3.8479583,0.00199,68484272128,0.16,1.23,20.778975,61456146432
137,Boston Scientific Corporation,Medical Devices,0.26774,0.10078,0.70357,2064999936,0.103,0.17254,3071000064,6793000000,2259124992,43.5,,1.549,0.03944,57.478,0.07219,1947000064,9461999616,11470000128,1.366,USD,8.061,0.899,EQUITY,BSX,6.077,22.697,1.87,1424989952,11.554,0.769,3.76493,0.0023100001,69701672960,,1.18,23.262032,61987061760
138,Moody's Corporation,Financial Data & Stock Exchanges,0.51633,0.35199,0.73848,2364000000,0.125,0.47662997,3081999872,3896000000,2333125120,330.51,0.024,1.523,0.13633001,307.865,0.97449,2343000064,8063000064,5968999936,12.604,USD,31.945,1.408,EQUITY,MCO,13.02,25.216,12.67,185900000,13.072,11.162,25.283813,0.00247,77716504576,0.015,2.51,26.086031,61441810432
139,Pioneer Natural Resources Compa,Oil & Gas E&P,0.37616003,0.11852,0.52557,6058999808,1.763,0.2357,6721999872,9392000000,2933874944,256.71,10.419,1.516,0.09395,34.308,0.12312,4040000000,7834999808,17870000128,16.633,USD,76.695,1.406,EQUITY,PXD,3.429,9.115,19.95,244134000,95.006,6.28,2.70204,0.00585,61268643840,16.744,0.18,12.867668,62671638528
140,Schlumberger N.V.,Oil & Gas Equipment & Services,0.19490999,0.082040004,0.15954,4650999808,0.125,0.12059,4469000192,3658000000,2097250048,43.68,0.621,1.222,0.04117,98.188,0.13883,3139000064,15009000448,22929000448,2.237,USD,16.378,0.816,EQUITY,SLB,2.932,15.042,1.63,1402630016,9.526,1.164,4.5853453,0.00159,67220697088,0.607,0.73,26.797546,61266878464
141,Fidelity National Information S,Information Technology Services,0.28385,0.030050002,0.37436,4809999872,0.107,0.09368,3939000064,5195000000,3742500096,97.45,1.969,0.74,0.00974,43.922,0.00874,2010000000,20877000704,13877000192,3.297,USD,22.528,0.424,EQUITY,FIS,5.444,19.178,7.39,608937024,77.348,0.36,1.2598903,0.00254,75542773760,1.798,1.16,13.186739,59340910592
142,FedEx Corporation,Integrated Freight & Logistics,0.1309,0.05489,0.27459,8986999808,0.142,0.08738,11722000384,23730000000,2828124928,226.56,-0.147,1.494,0.05913,147.67,0.21384001,6832999936,36828999680,89552003072,12.894,USD,337.932,1.371,EQUITY,FDX,1.903,14.535,23.02,264968992,94.124,18.181,2.4070375,0.07588,170382049280,-0.148,0.73,9.841876,60031373312
143,Emerson Electric Company,Specialty Industrial Machinery,0.21348,0.12629,0.41472998,3575000064,0.085,0.16966,3892999936,7563000000,2596999936,98.51,-0.077,1.35,0.08126,72.891,0.25335,2353999872,7232999936,18236000256,3.957,USD,30.49,0.937,EQUITY,EMR,3.396,15.908,5.34,595699008,16.588,3.82,5.9386306,0.0075499997,61928267776,-0.073,1.83,18.447565,58682310656
144,"MetLife, Inc.",Insurance—Life,0.11817,0.07821,0.28012,12408999936,0.056,0.112320006,8320000000,20077000000,6153750016,71.29,1.565,0.969,0.00641,157.915,0.07728,32913000448,109486997504,70409003008,39.128,USD,80.17,0.743,EQUITY,MET,1.867,15.803,7.2,841160000,81.761,5.992,0.8719316,0.15557,131481944064,1.244,0.92,9.901389,59966296064
145,Marriott International,Lodging,0.5798,0.16379999,0.76955,761000000,1.142,0.48439,1652999936,1442000000,1404249984,171.52,1.184,0.497,0.03477,1163.943,0.8143,772000000,10684999680,2851000064,2.37,USD,8.725,0.468,EQUITY,MAR,22.67,39.099,5.32,325683008,2.819,1.428,60.844273,0.16378,64631017472,1.2,0.25,32.2406,55861149696
147,Humana Inc.,Healthcare Plans,0.051069997,0.03252,0.17308001,2640999936,0.087,0.047080003,4198000128,15527000000,408875008,435.54,0.178,1.718,0.057729997,76.778,0.1668,18023000064,12501000192,82201001984,140.219,USD,634.468,1.324,EQUITY,HUM,0.651,12.743,24,128534000,126.503,20.509,3.4429224,0.00236,53495955456,0.143,1.72,18.147501,55981699072
148,KLA Corporation,Semiconductor Equipment & Materials,0.41709998,0.36523998,0.60273,2536652032,0.354,0.37233,3113244928,4146569000,1780884736,366.44,1.587,2.435,0.16973,91.792,0.82329005,2624813056,3542321920,7463951872,17.312,USD,48.673,1.658,EQUITY,KLAC,8.883,21.296,21.24,151622000,25.443,17.618,14.40239,0.0014300001,66301206528,1.54,1.04,17.252354,55560364032
149,"Fortinet, Inc.",Software—Infrastructure,0.21624,0.17735,0.76917,1429400064,0.332,0.192,676099968,2024400000,1050387520,332.73,0.293,1.803,0.07852,94.32,0.59995997,3120999936,1071100032,3126599936,19.089,USD,19.173,1.696,EQUITY,FTNT,16.196,74.896,4.61,163500000,6.843,3.322,48.623413,0.18180999,50637422592,0.322,4.9,72.175705,54401355776
150,Occidental Petroleum Corporatio,Oil & Gas E&P,0.46368,-0.014730001,0.59626997,8746000384,0.653,0.081070006,10295000064,9341000000,8693125120,58.71,,1.085,0.014049999,176.321,0.00413,2059000064,33276999680,22203000832,2.205,USD,23.77,0.607,EQUITY,OXY,3.25,7.009,2.9,933980992,9.755,-1.212,6.0184517,0.0021,72156282880,,0.42,20.244827,54834024448
151,"Illumina, Inc.",Diagnostics & Research,0.21448,0.21192,0.7021,669000000,0.395,0.16495001,918000000,2231000000,1485250048,341.72,0.719,2.682,0.03928,23.95,0.11862001,1264999936,2536999936,4280000000,8.093,USD,28.968,2.045,EQUITY,ILMN,13.895,64.784,4.03,156300000,67.471,6.109,5.0646944,0.00329,59471867904,0.771,12.09,84.79404,53410836480
152,"Air Products and Chemicals, Inc",Specialty Chemicals,0.35606998,0.20334,0.30387,3341900032,0.225,0.22806999,3675699968,3136900000,397775008,246.56,0.254,2.992,0.05657,58.574,0.15413,5816800256,8251899904,10323000320,26.266,USD,46.584,2.669,EQUITY,APD,6.712,18.852,11.75,221684000,61.156,9.436,4.0316567,0.0031299999,69293064192,0.254,2.22,20.98383,54658408448
153,"American International Group, I",Insurance—Diversified,0.26134002,0.118039995,0.34179002,6192999936,0.302,0.16658,12373999616,10698000000,10079625216,64.48,5.081,0.743,0.00841,48.051,0.08906,16392999936,31549999104,47347998720,19.744,USD,54.865,0.198,EQUITY,AIG,1.382,5.287,5.36,830297984,77.026,6.377,0.83711994,0.00086000003,65425559552,4.788,0.41,12.029851,53537615872
154,Archer-Daniels-Midland Company,Farm Products,0.046719998,0.03262,0.070989996,4983000064,0.345,0.03439,3744000000,4453000000,-619124992,93.49,1.325,1.577,0.03548,44.843,0.12636,1140999936,9962000384,80137003008,2.04,USD,142.276,0.382,EQUITY,ADM,0.608,13.016,4.78,559441024,39.301,4.63,2.37882,0.00454,48731385856,1.338,1.41,19.558577,52302139392
155,DBA Sempra,Utilities—Diversified,0.35711,0.09545,0.36679,3943000064,0.14,0.21011,4351000064,4499000000,-115000000,162.46,,0.355,0.023239998,107.974,0.0478,873000000,26566000640,12184000512,2.734,USD,40.045,0.223,EQUITY,SRE,5.708,15.983,8.46,319336992,74.185,3.486,2.1899307,0.00051,69541371904,,3.65,19.20331,51879489536
156,Dollar General Corporation,Discount Stores,0.11545999,0.07193,0.31926,2719334912,0.039,0.09707,3923645952,10718862000,936210240,221.47,-0.1,1.077,0.07918,227.684,0.37108,488662016,14093185024,33983524864,2.109,USD,143.171,0.106,EQUITY,DG,1.921,16.64,11.25,231706000,26.714,10.231,8.290409,0.00223,65288974336,-0.152,3.47,19.686222,51315929088
157,Ecolab Inc.,Specialty Chemicals,0.21761999,0.09082,0.41496,2070800000,0.1,0.15047,2705900032,4932600000,1310300032,177.59,0.318,1.723,0.06492,90.913,0.17579001,897900032,6329200128,12433800192,3.133,USD,43.482,1.188,EQUITY,ECL,5.814,26.718,5.97,286567008,24.195,3.911,7.3399463,0.00464,72295694336,0.318,2.63,29.747068,50891431936
158,NXP Semiconductors N.V.,Semiconductors,0.33672002,0.14984,0.53793997,3320999936,0.262,0.2204,3545999872,4267000000,2526249984,190.46,,1.373,0.07053,137.593,0.20143,2303000064,9592999936,10531000320,8.66,USD,38.383,0.955,EQUITY,NXPI,6.595,19.586,12.02,265932992,25.298,5.585,7.5286584,0.00327,69451874304,,1.01,15.845258,50649600000
159,"Synopsys, Inc.",Software—Infrastructure,0.25348,0.20177999,0.80888003,1474407936,0.309,0.21726999,1141699968,3390877000,1229830400,318.91,0.932,1.193,0.07232,10.771,0.17663999,1272046976,580604992,4504126976,8.309,USD,29.462,1.046,EQUITY,SNPS,10.352,40.841,9.02,153438000,34.595,4.81,9.218384,0.0058600004,46628708352,0.932,3.15,35.355873,48932913152
160,"L3Harris Technologies, Inc.",Aerospace & Defense,0.20503001,0.0858,0.30225,2563000064,-0.052,0.15057,3716000000,5339000000,2327875072,257.85,0.204,1.536,0.047270004,40.104,0.07521,1126000000,7857999872,18123999232,5.738,USD,88.474,1.186,EQUITY,LHX,2.695,13.142,13.68,196224992,99.006,7.514,2.6043878,0.00439,48836210688,0.129,,18.848684,50596614144
161,Centene Corporation,Healthcare Plans,0.04364,0.0114,0.16563,4204999936,0.152,0.03115,5157000192,19574000000,3878000128,85.59,,1.106,0.03128,83.861,0.050430004,14657000448,22660999168,118175997952,25.146,USD,202.762,1.043,EQUITY,CNC,0.481,11.032,5.45,583502976,45.357,1.249,1.8870295,0.0115600005,56894472192,,1.47,15.704587,49942016000
162,"Roper Technologies, Inc.",Specialty Industrial Machinery,0.38316002,0.19949,0.67801005,2011900032,0.132,0.27341,2213799936,3917400000,1319500032,465.86,0.119,0.776,0.041360002,70.514,0.08915,351500000,8154100224,5777800192,3.329,USD,54.87,0.421,EQUITY,ROP,9.487,24.76,15.26,105485000,107.525,10.537,4.3325734,0.0057599996,54813814784,0.125,2.79,30.528177,49141239808
163,American Electric Power Company,Utilities—Regulated Electric,0.37291,0.14593,0.45705003,3883699968,0.137,0.20907,6093799936,6966000000,-1712162560,96.84,0.053,0.581,0.025880001,168.289,0.11048,1591100032,37910900736,16341199872,3.159,USD,32.769,0.389,EQUITY,AEP,4.906,13.155,4.97,496390016,44.24,4.762,2.1889691,0.00017999999,80164986880,0.063,3.44,19.48491,48070406144
164,Cognizant Technology Solutions ,Information Technology Services,0.18090001,0.11547,0.37359002,2495000064,0.142,0.15167,3348000000,6914000000,1801750016,91.51,0.846,2.08,0.1009,13.802,0.18722999,2719000064,1655000064,18506999808,5.184,USD,35.118,1.866,EQUITY,CTSH,2.382,13.168,4.52,525252000,21.992,3.545,4.1610584,0.00119,44087959552,0.823,1.61,20.245575,48622833664
165,The Kraft Heinz Company,Packaged Foods,0.25506002,0.08758,0.34428,4051000064,-0.018,0.21989,6701000192,9171000000,3095749888,39.29,0.209,1.13,0.03741,47.922,0.04646,2272999936,24074999808,26272000000,1.855,USD,21.455,0.5,EQUITY,KHC,2.557,10.025,2.64,1224039936,40.822,1.858,0.96247125,0.01651,67175399424,0.228,-5.44,14.882576,48092528640
166,Dow Inc.,Chemicals,0.19532,0.113249995,0.19092,6064000000,0.528,0.14032,10021999616,5185000000,4202125056,64.7,,1.594,0.07396,97.457,0.39372003,3052000000,16595000320,51309998080,4.126,USD,68.914,0.778,EQUITY,DOW,1.143,5.853,6.38,739614016,22.226,7.705,2.911005,0.00141,58656788480,,0.12,10.141066,47853023232
167,"O'Reilly Automotive, Inc.",Specialty Retail,0.24094999,0.15847,0.52527,3052801024,0.085,0.21601,3099738112,6085692000,2146309760,703.36,0.141,0.762,0.14299,,7.17367,449302016,5892047872,12864842752,6.638,USD,183.309,0.141,EQUITY,ORLY,4.1,17.016,30.74,67378400,-2.081,28.779,,0.0128999995,52744814592,0.06,1.93,22.880936,47391268864
168,"Autodesk, Inc.",Software—Application,0.18621,0.31305,0.91737,1466099968,0.182,0.16372,784700032,3484900000,1292612480,212.14,0.034,0.809,0.05957,238.261,1.9555299,1792099968,3049499904,4214000128,8.147,USD,19.181,0.723,EQUITY,ADSK,14.82,79.587,6.83,219972992,5.812,5.928,36.500347,0.00187,62451806208,0.034,1.92,31.06003,46665068544
169,Johnson Controls International ,Engineering & Construction,0.17618999,0.06917,0.3405,2487000064,0.074,0.14049,4169999872,8059000000,2693250048,66.24,-0.37,1.099,0.05025,48.6,0.09365,1336000000,9114000384,23668000768,1.897,USD,33.028,0.778,EQUITY,JCI,2.77,15.721,3.5,704332032,24.779,2.272,2.6732314,0.00209,65555062784,-0.39,1.4,18.925714,46654951424
170,"Paychex, Inc.",Staffing & Employment Services,0.43148,0.29527,0.70263,1384999936,0.127,0.38806,1869299968,2785600000,1313262464,128.71,0.213,1.27,0.11481,28.627,0.42571998,1012200000,893100032,4332299776,2.805,USD,12.022,0.456,EQUITY,PAYX,11.153,25.848,3.87,360756992,8.647,3.52,14.884932,0.10752,48318300160,0.219,3.01,33.2584,46433034240
171,McKesson Corporation,Medical Distribution,0.01368,0.0054900004,0.050300002,4917000192,0.096,0.0105,3516999936,11967000000,2778374912,310.48,,0.98,0.02686,,14.01754,2753999872,8098999808,257005993984,18.385,USD,1655.966,0.445,EQUITY,MCK,0.185,13.517,22.03,152682000,-3.74,-30.589,,0.00057,47538864128,,0.93,14.093509,47404707840
172,"IDEXX Laboratories, Inc.",Diagnostics & Research,0.3224,0.23165001,0.58763003,755545984,0.111,0.28987,1036624000,1889432000,534410496,538.93,-0.061,1.252,0.24622,149.425,1.1261699,144454000,1031022976,3215360000,1.715,USD,37.739,0.747,EQUITY,IDXX,13.83,42.896,9.41,84793600,8.892,8.718,60.60841,0.00944,44466933760,-0.069,3.16,57.272053,45697814528
173,"DexCom, Inc.",Medical Devices,0.19278,0.22823,0.69291,508700000,0.298,0.15919,447100000,1280100000,-89262496,480.97,-0.027,4.975,0.05361,88.175,0.29119,2697900032,1883500032,2319200000,27.836,USD,24.033,4.391,EQUITY,DXCM,21.057,109.228,3.62,96922000,22.044,5.302,21.818634,0.0044,48835850240,-0.018,9.92,132.86464,46616576000
174,Marathon Petroleum Corporation,Oil & Gas Refining & Marketing,0.059959996,0.08085,0.0867,,0.967,0.031719998,7222332416,10443000000,,82.23,1.907,,,79.974,0.07715,13226000384,28761999360,120450998272,22.843,USD,189.986,,EQUITY,MPC,0.551,9.184,4.22,615587968,45.466,14.246,1.8086044,0.00338,66332340224,1.716,0.89,19.485785,50619801600
175,Amphenol Corporation,Electronic Components,0.23575,0.14626001,0.31277,1540099968,0.248,0.19938,2564100096,3401800000,803724992,75.67,0.274,2.435,0.10037,79.179,0.26711,1241400064,5050899968,10876300288,2.073,USD,18.191,1.51,EQUITY,APH,4.543,19.271,2.67,598028032,9.95,2.38,7.6050253,0.0056,49412014080,0.303,2.5,28.340822,45252780032
176,"Cadence Design Systems, Inc.",Software—Application,0.31043,0.23297001,0.89552003,1020622976,0.126,0.26149,923560000,2377393000,797867264,158.84,0.086,1.701,0.1164,13.202,0.27576,1013819008,347384992,2975117056,3.658,USD,10.869,1.487,EQUITY,CDNS,16.385,52.783,3.56,277140992,9.494,2.48,16.730566,0.012920001,48747806720,0.091,3.28,44.617977,44021075968
177,"Prudential Financial, Inc.",Insurance—Life,0.18004999,0.12445,0.39439,,-0.11,0.17818001,11175000064,24478000000,,120.86,0.527,1.265,0.00736,54.392,0.118090004,28345999360,34054000640,62065000448,75.328,USD,160.292,1.149,EQUITY,PRU,0.82,4.555,12.6,378000000,163.315,18.359,0.74004227,0.00103,50903609344,0.475,0.95,9.592063,45685080064
178,"The Travelers Companies, Inc.",Insurance—Property & Casualty,0.16469999,0.106400006,0.27557,7482999808,0.064,0.13914,5632999936,8085000000,14152999936,187.75,-0.189,0.361,0.025090002,25.602,0.12922,5571999744,7289999872,34201999360,22.65,USD,136.29,0.187,EQUITY,TRV,1.194,7.249,12.55,246008992,115.748,14.281,1.6220583,0.00278,40833380352,-0.2,1.48,14.960159,46188187648
179,The Hershey Company,Confectioners,0.26346,0.16469,0.45186,2082883968,0.064,0.22834998,2363595008,4053818000,1174487936,214.37,0.159,0.901,0.13102001,194.981,0.59371,329265984,5376084992,8971336704,1.604,USD,43.396,0.401,EQUITY,HSY,5.444,20.664,7.52,145390000,12.274,6.888,17.465374,0.00228,48841326592,0.152,3.01,28.506649,44161077248
180,"Chipotle Mexican Grill, Inc.",Restaurants,0.14367,0.08652,0.38479,1282081024,0.22,0.10993,1084304000,2904063000,707905856,1556.37,-0.3,1.581,0.08207,153.232,0.30247998,1076318976,3520314112,7547061248,38.396,USD,268.273,1.454,EQUITY,CMG,5.241,36.482,33.14,28135400,82.078,24.907,18.962084,0.00529,39557173248,-0.301,1.47,46.96349,43789090816
181,Exelon Corporation,Utilities—Diversified,0.29409,0.048060004,0.31258,4153999872,0.006,0.14827,10243000320,10033000000,-118250000,45.51,1.409,0.94,0.02479,121.723,0.05409,2956999936,41700999168,34829000704,3.023,USD,35.631,0.522,EQUITY,EXC,2.284,7.767,3.32,978318016,34.601,1.71,1.3152798,0.00279,79556526080,1.401,-43.47,13.707831,44523249664
182,Microchip Technology Incorporat,Semiconductors,0.42808998,0.14954,0.64496005,2544199936,0.3,0.25147,2758500096,3378800000,2036199936,77.16,8.023,1.806,0.062090002,136.19,0.17362,315500000,7903499776,6443800064,0.567,USD,11.736,1.022,EQUITY,MCHP,7.326,17.114,4.91,554870976,10.278,1.143,7.5072975,0.02001,47207899136,8.746,1.08,15.714869,42813845504
183,TE Connectivity Ltd. New Switze,Electronic Components,0.23471001,0.16072,0.32742,2568000000,0.084,0.18345,3572000000,4887000000,1404875008,132.24,0.496,1.695,0.083739996,36.386,0.23187,990000000,4048999936,15219000320,3.041,USD,46.258,0.897,EQUITY,TEL,3.234,13.778,7.91,326312992,32.516,6.788,4.066921,0.00204,49216360448,0.486,1.6,16.718079,43151630336
184,"Arista Networks, Inc.",Computer Hardware,0.32639,0.28301,0.63947,977544000,0.237,0.30818,904768000,1481886000,596091648,138.4,0.325,5.064,0.108559996,1.594,0.22579001,3386480896,61628000,2772059904,11.021,USD,9.074,4.233,EQUITY,ANET,14.171,43.418,3.44,307300000,12.568,2.463,11.012094,0.26641,39283089408,0.332,2.8,40.232555,42530316288
185,"IQVIA Holdings, Inc.",Diagnostics & Research,0.17302,0.05666,0.33208,3000000000,0.217,0.093310006,2342000128,3859000000,2491500032,224.76,1.577,0.935,0.032980002,215.011,0.1312,1574000000,12533000192,13536000000,8.239,USD,70.703,0.817,EQUITY,IQV,4.594,26.554,10.15,191040000,30.502,3.929,7.3686967,0.00711,62190063616,1.584,1.36,22.143843,42938150912
186,"Simon Property Group, Inc.",REIT—Retail,0.72222,0.41,0.81382006,3647547904,0.222,0.46392,3554486016,3716888000,1841499392,130.17,3.338,0.394,0.0435,589.32,0.69601995,438423008,26093443072,4921619968,1.334,USD,15.116,0.368,EQUITY,SPG,16.317,22.593,6.09,328611008,10.152,6.177,12.8221035,0.00487,80304832512,3.639,2.94,21.374384,42776334336
187,Cintas Corporation,Specialty Business Services,0.23546,0.155,0.46508,1381558016,0.094,0.19690001,1749892992,3314651000,829024256,413.32,0.053,1.219,0.111049995,73.585,0.32173002,113170000,2621922048,7431948800,1.092,USD,71.233,0.541,EQUITY,CTAS,5.959,25.308,11.98,103664000,34.372,10.702,12.024903,0.14829999,44285521920,0.034,3.32,34.500835,42846404608
188,"Corteva, Inc.",Agricultural Inputs,0.14009,0.106680006,0.40844002,2481999872,0.273,0.059809998,2155000064,5710000000,1948000000,59.79,,1.812,0.013890001,9.9,0.071609996,2881999872,2472999936,15383000064,3.954,USD,20.784,1.118,EQUITY,CTVA,2.238,15.974,2.59,728908992,33.878,2.202,1.7648623,0.00119,34424020992,,0.9,23.084944,43581468672
189,"Constellation Brands, Inc.",Beverages—Wineries & Distilleries,0.37509,-0.0061000003,0.53287,2887000064,-0.048,0.33722,3252499968,4574300000,1760274944,229.41,-0.621,1.502,0.06876,90.09,-0.0011100001,361300000,10402100224,8671200256,1.926,USD,45.237,0.569,EQUITY,STZ,5.8,15.463,11.86,164264000,59.573,3.872,3.8509057,0.04499,50292813824,-0.632,2.73,19.343172,43014148096
190,Hilton Worldwide Holdings Inc.,Lodging,0.47907,0.01899,0.71081,-160000000,0.93,0.37925997,984000000,980000000,884499968,151.5,,1.027,0.03001,,,1288000000,9731999744,2054000000,4.621,USD,7.395,0.877,EQUITY,HLT,25.274,52.758,4.3,278721984,-4.047,0.14,,0.01875,51913433088,,0.25,35.232555,42226380800
191,Welltower Inc.,REIT—Healthcare Facilities,0.37923,0.09686,0.40261,1247166976,0.196,0.15732001,1727367040,1983500000,1917000704,96.22,-0.461,1.694,0.0135699995,78.371,0.02614,303982016,14241685504,4554867200,0.698,USD,10.844,1.067,EQUITY,WELL,11.77,31.037,1.01,435275008,38.742,1.035,2.4836094,0.0015700001,53611708416,-0.448,8.58,95.26733,41882161152
